date,trading_destination_id,price,volume,ask,ask_size,bid,bid_size
28800246605,4#FR0000133308,12.915,3800,12.92,8549,12.91,320
28800246756,4#FR0000133308,12.915,1000,12.92,8549,12.91,320
28800247319,4#FR0000133308,12.915,1655,12.92,8549,12.91,320
28800247362,4#FR0000133308,12.915,1655,12.92,8549,12.91,320
28800247405,4#FR0000133308,12.915,2476,12.92,8549,12.91,320
28800247432,4#FR0000133308,12.915,1940,12.92,8549,12.91,320
28800247452,4#FR0000133308,12.915,60,12.92,8549,12.91,320
28800247476,4#FR0000133308,12.915,30,12.92,8549,12.91,320
28800250522,4#FR0000133308,12.915,80,12.92,8549,12.91,320
28800250564,4#FR0000133308,12.915,939,12.92,8549,12.91,320
28800250609,4#FR0000133308,12.915,7168,12.92,8549,12.91,320
28800250631,4#FR0000133308,12.915,1532,12.92,8549,12.91,320
28800250667,4#FR0000133308,12.915,20,12.92,8549,12.91,320
28800250707,4#FR0000133308,12.915,1759,12.92,8549,12.91,320
28800250747,4#FR0000133308,12.915,3241,12.92,8549,12.91,320
28800250789,4#FR0000133308,12.915,760,12.92,8549,12.91,320
28800250832,4#FR0000133308,12.915,2658,12.92,8549,12.91,320
28800251143,4#FR0000133308,12.915,78,12.92,8549,12.91,320
28800251212,4#FR0000133308,12.915,826,12.92,8549,12.91,320
28800251276,4#FR0000133308,12.915,12,12.92,8549,12.91,320
28800251300,4#FR0000133308,12.915,589,12.92,8549,12.91,320
28800251323,4#FR0000133308,12.915,2000,12.92,8549,12.91,320
28800251347,4#FR0000133308,12.915,140,12.92,8549,12.91,320
28800252826,4#FR0000133308,12.915,66,12.92,8549,12.91,320
28800252868,4#FR0000133308,12.915,366,12.92,8549,12.91,320
28800262728,4#FR0000133308,12.915,6926,12.92,8549,12.91,320
28800268068,4#FR0000133308,12.915,185,12.92,8549,12.91,320
28800268101,4#FR0000133308,12.915,250,12.92,8549,12.91,320
28800268147,4#FR0000133308,12.915,1355,12.92,8549,12.91,320
28800268952,4#FR0000133308,12.915,761,12.92,8549,12.91,320
28800268999,4#FR0000133308,12.915,410,12.92,8549,12.91,320
28800269061,4#FR0000133308,12.915,1440,12.92,8549,12.91,320
28800270397,4#FR0000133308,12.915,1065,12.92,8549,12.91,320
28800270503,4#FR0000133308,12.915,909,12.92,8549,12.91,320
28800270547,4#FR0000133308,12.915,1012,12.92,8549,12.91,320
28800270588,4#FR0000133308,12.915,3086,12.92,8549,12.91,320
28800270973,4#FR0000133308,12.915,699,12.92,8549,12.91,320
28800271014,4#FR0000133308,12.915,1531,12.92,8549,12.91,320
28800271926,4#FR0000133308,12.915,107,12.92,8549,12.91,320
28800271970,4#FR0000133308,12.915,1200,12.92,8549,12.91,320
28800271990,4#FR0000133308,12.915,50,12.92,8549,12.91,320
28800275682,4#FR0000133308,12.915,1830,12.92,8549,12.91,320
28800275703,4#FR0000133308,12.915,918,12.92,8549,12.91,320
28800275734,4#FR0000133308,12.915,1121,12.92,8549,12.91,320
28800275754,4#FR0000133308,12.915,20,12.92,8549,12.91,320
28800275779,4#FR0000133308,12.915,16,12.92,8549,12.91,320
28800275865,4#FR0000133308,12.915,1639,12.92,8549,12.91,320
28800275887,4#FR0000133308,12.915,3311,12.92,8549,12.91,320
28800275907,4#FR0000133308,12.915,1655,12.92,8549,12.91,320
28800275928,4#FR0000133308,12.915,3311,12.92,8549,12.91,320
28800275948,4#FR0000133308,12.915,1655,12.92,8549,12.91,320
28800276952,4#FR0000133308,12.915,2579,12.92,8549,12.91,320
28800276990,4#FR0000133308,12.915,732,12.92,8549,12.91,320
28800277011,4#FR0000133308,12.915,403,12.92,8549,12.91,320
28800277989,4#FR0000133308,12.915,681,12.92,8549,12.91,320
28800278011,4#FR0000133308,12.915,319,12.92,8549,12.91,320
28800278101,4#FR0000133308,12.915,105,12.92,8549,12.91,320
28800278131,4#FR0000133308,12.915,100,12.92,8549,12.91,320
28800278162,4#FR0000133308,12.915,92,12.92,8549,12.91,320
28800278185,4#FR0000133308,12.915,1000,12.92,8549,12.91,320
28800278206,4#FR0000133308,12.915,155,12.92,8549,12.91,320
28800278226,4#FR0000133308,12.915,153,12.92,8549,12.91,320
28800278246,4#FR0000133308,12.915,110,12.92,8549,12.91,320
28800278266,4#FR0000133308,12.915,100,12.92,8549,12.91,320
28800278286,4#FR0000133308,12.915,38,12.92,8549,12.91,320
28800278307,4#FR0000133308,12.915,300,12.92,8549,12.91,320
28800278327,4#FR0000133308,12.915,500,12.92,8549,12.91,320
28800279119,4#FR0000133308,12.915,300,12.92,8549,12.91,320
28800279150,4#FR0000133308,12.915,150,12.92,8549,12.91,320
28800279185,4#FR0000133308,12.915,60,12.92,8549,12.91,320
28800279218,4#FR0000133308,12.915,10,12.92,8549,12.91,320
28800279254,4#FR0000133308,12.915,95,12.92,8549,12.91,320
28800279288,4#FR0000133308,12.915,1500,12.92,8549,12.91,320
28800279321,4#FR0000133308,12.915,500,12.92,8549,12.91,320
28800279341,4#FR0000133308,12.915,100,12.92,8549,12.91,320
28800279361,4#FR0000133308,12.915,1500,12.92,8549,12.91,320
28800279381,4#FR0000133308,12.915,500,12.92,8549,12.91,320
28800279401,4#FR0000133308,12.915,1100,12.92,8549,12.91,320
28800279421,4#FR0000133308,12.915,86,12.92,8549,12.91,320
28800279442,4#FR0000133308,12.915,1000,12.92,8549,12.91,320
28801907614,4#FR0000133308,12.91,6,12.885,8769,12.72,216
28801907638,4#FR0000133308,12.91,320,12.885,8769,12.72,216
28801907677,4#FR0000133308,12.9,1000,12.885,8769,12.72,216
28801907694,4#FR0000133308,12.9,100,12.885,8769,12.72,216
28801907744,4#FR0000133308,12.9,70,12.885,8769,12.72,216
28801908352,4#FR0000133308,12.9,4,12.885,8769,12.72,216
28801908437,4#FR0000133308,12.9,111,12.885,8769,12.72,216
28801908489,4#FR0000133308,12.9,5,12.885,8769,12.72,216
28801908526,4#FR0000133308,12.9,395,12.885,8769,12.72,216
28801908563,4#FR0000133308,12.9,5,12.885,8769,12.72,216
28801908580,4#FR0000133308,12.9,185,12.885,8769,12.72,216
28801908618,4#FR0000133308,12.9,243,12.885,8769,12.72,216
28801908655,4#FR0000133308,12.9,360,12.885,8769,12.72,216
28801910534,4#FR0000133308,12.9,212,12.885,8769,12.72,216
28801910684,4#FR0000133308,12.9,38,12.885,8769,12.72,216
28801910714,4#FR0000133308,12.9,87,12.885,8769,12.72,216
28801910759,4#FR0000133308,12.89,293,12.885,8769,12.72,216
28801910776,4#FR0000133308,12.89,40,12.885,8769,12.72,216
28801910793,4#FR0000133308,12.89,590,12.885,8769,12.72,216
28801910810,4#FR0000133308,12.87,1500,12.885,8769,12.72,216
28801910827,4#FR0000133308,12.86,320,12.885,8769,12.72,216
28801910855,4#FR0000133308,12.85,300,12.885,8769,12.72,216
28801910877,4#FR0000133308,12.85,600,12.885,8769,12.72,216
28801914076,4#FR0000133308,12.85,16,12.885,8769,12.72,216
28801914111,4#FR0000133308,12.85,70,12.885,8769,12.72,216
28801914128,4#FR0000133308,12.85,100,12.885,8769,12.72,216
28801914552,4#FR0000133308,12.85,1000,12.885,8769,12.72,216
28801914570,4#FR0000133308,12.85,150,12.885,8769,12.72,216
28801914587,4#FR0000133308,12.85,193,12.885,8769,12.72,216
28801914609,4#FR0000133308,12.84,1000,12.885,8769,12.72,216
28801914626,4#FR0000133308,12.83,6505,12.885,8769,12.72,216
28801914643,4#FR0000133308,12.82,20,12.885,8769,12.72,216
28801917107,4#FR0000133308,12.81,550,12.885,8769,12.72,216
28801917140,4#FR0000133308,12.81,775,12.885,8769,12.72,216
28801917167,4#FR0000133308,12.8,300,12.885,8769,12.72,216
28801917198,4#FR0000133308,12.8,240,12.885,8769,12.72,216
28801917270,4#FR0000133308,12.8,70,12.885,8769,12.72,216
28801917365,4#FR0000133308,12.8,500,12.885,8769,12.72,216
28801917382,4#FR0000133308,12.8,2000,12.885,8769,12.72,216
28801917420,4#FR0000133308,12.8,300,12.885,8769,12.72,216
28801917461,4#FR0000133308,12.8,150,12.885,8769,12.72,216
28801917480,4#FR0000133308,12.8,50,12.885,8769,12.72,216
28801919091,4#FR0000133308,12.8,1000,12.885,8769,12.72,216
28801919153,4#FR0000133308,12.8,152,12.885,8769,12.72,216
28801919179,4#FR0000133308,12.8,450,12.885,8769,12.72,216
28801919588,4#FR0000133308,12.8,120,12.885,8769,12.72,216
28801922606,4#FR0000133308,12.77,92,12.885,8769,12.72,216
28801922646,4#FR0000133308,12.77,1500,12.885,8769,12.72,216
28801922708,4#FR0000133308,12.76,500,12.885,8769,12.72,216
28801922785,4#FR0000133308,12.76,260,12.885,8769,12.72,216
28801922814,4#FR0000133308,12.75,78,12.885,8769,12.72,216
28801922848,4#FR0000133308,12.75,400,12.885,8769,12.72,216
28801922892,4#FR0000133308,12.75,120,12.885,8769,12.72,216
28801922917,4#FR0000133308,12.75,1500,12.885,8769,12.72,216
28801922942,4#FR0000133308,12.75,3000,12.885,8769,12.72,216
28801922972,4#FR0000133308,12.75,200,12.885,8769,12.72,216
28801922992,4#FR0000133308,12.75,800,12.885,8769,12.72,216
28801923012,4#FR0000133308,12.75,150,12.885,8769,12.72,216
28801925063,4#FR0000133308,12.75,635,12.885,8769,12.72,216
28801925095,4#FR0000133308,12.75,90,12.885,8769,12.72,216
28801925123,4#FR0000133308,12.75,192,12.885,8769,12.72,216
28801925148,4#FR0000133308,12.75,116,12.885,8769,12.72,216
28801925174,4#FR0000133308,12.735,70,12.885,8769,12.72,216
28801928813,4#FR0000133308,12.73,500,12.885,8769,12.72,216
28801928874,4#FR0000133308,12.725,70,12.885,8769,12.72,216
28801928944,4#FR0000133308,12.72,1000,12.885,8769,12.72,216
28801928973,4#FR0000133308,12.72,253,12.885,8769,12.72,216
28801929005,4#FR0000133308,12.72,100,12.885,8769,12.72,216
28801929025,4#FR0000133308,12.72,141,12.885,8769,12.72,216
28801929045,4#FR0000133308,12.72,68792,12.885,8769,12.72,216
28801929078,4#FR0000133308,12.72,141,12.885,8769,12.72,216
28801929096,4#FR0000133308,12.72,299,12.885,8769,12.72,216
28801929113,4#FR0000133308,12.72,141,12.885,8769,12.72,216
28801929130,4#FR0000133308,12.72,9,12.885,8769,12.72,216
28801929153,4#FR0000133308,12.72,69,12.885,8769,12.72,216
28801929170,4#FR0000133308,12.72,72,12.885,8769,12.72,216
28801929192,4#FR0000133308,12.72,119,12.885,8769,12.72,216
28801929226,4#FR0000133308,12.72,141,12.885,8769,12.72,216
28801929243,4#FR0000133308,12.72,259,12.885,8769,12.72,216
28801929260,4#FR0000133308,12.72,141,12.885,8769,12.72,216
28801929278,4#FR0000133308,12.72,159,12.885,8769,12.72,216
28801929295,4#FR0000133308,12.72,40,12.885,8769,12.72,216
28801932018,4#FR0000133308,12.72,101,12.885,8769,12.72,216
28801932054,4#FR0000133308,12.72,1899,12.885,8769,12.72,216
28801932084,4#FR0000133308,12.72,141,12.885,8769,12.72,216
28801932117,4#FR0000133308,12.72,934,12.885,8769,12.72,216
28801932137,4#FR0000133308,12.72,141,12.885,8769,12.72,216
28801932162,4#FR0000133308,12.72,609,12.885,8769,12.72,216
28802116363,4#FR0000133308,12.83,85,12.885,9269,12.72,216
28802116481,4#FR0000133308,12.83,315,12.885,9269,12.72,216
28802116499,4#FR0000133308,12.89,1352,12.885,9269,12.72,216
28802122230,4#FR0000133308,12.89,1,12.885,9269,12.72,75
28802437372,4#FR0000133308,12.835,1,12.885,500,12.72,75
28802439512,4#FR0000133308,12.835,1,12.885,500,12.72,75
28802440233,4#FR0000133308,12.835,68,12.885,500,12.72,75
28802844909,4#FR0000133308,12.885,8769,12.885,500,12.72,75
28802896390,4#FR0000133308,12.885,500,12.885,471,12.72,75
28802896407,4#FR0000133308,12.885,471,12.885,471,12.72,75
28804359017,4#FR0000133308,12.87,750,12.89,25236,12.81,2
28804514456,4#FR0000133308,12.89,2662,12.89,22574,12.885,823
28804514486,4#FR0000133308,12.885,800,12.89,22574,12.885,23
28804538424,4#FR0000133308,12.89,3190,12.89,19384,12.885,23
28805216640,4#FR0000133308,12.89,4642,12.89,14742,12.885,23
28805222933,4#FR0000133308,12.89,4619,12.89,10123,12.885,23
28805245094,4#FR0000133308,12.89,705,12.89,9418,12.885,23
28805248400,4#FR0000133308,12.89,8538,12.89,880,12.885,23
28805251586,4#FR0000133308,12.89,800,12.89,80,12.885,23
28805390568,4#FR0000133308,12.89,36,12.89,44,12.885,23
28805545635,4#FR0000133308,12.89,41,12.89,3,12.815,400
28806263429,4#FR0000133308,12.89,3,12.91,302,12.815,400
28811689105,4#FR0000133308,12.87,37,12.9,2,12.87,263
28814375991,4#FR0000133308,12.9,1,12.9,1,12.885,1481
28814376026,4#FR0000133308,12.9,1,12.91,1444,12.885,1481
28814449157,4#FR0000133308,12.91,1,12.91,1443,12.885,1481
28814452905,4#FR0000133308,12.91,1,12.91,1442,12.885,1481
28814452933,4#FR0000133308,12.91,300,12.91,1142,12.885,1481
28814452959,4#FR0000133308,12.91,642,12.91,500,12.885,1481
28814453113,4#FR0000133308,12.91,114,12.915,2142,12.89,300
28814549969,4#FR0000133308,12.9,500,12.915,2142,12.9,55
28814740946,4#FR0000133308,12.915,16,12.915,2126,12.9,173
28817326975,4#FR0000133308,12.905,400,12.915,1642,12.9,996
28817327072,4#FR0000133308,12.9,55,12.905,40,12.9,941
28817327119,4#FR0000133308,12.9,118,12.905,40,12.9,823
28817327165,4#FR0000133308,12.9,27,12.905,40,12.9,796
28817327211,4#FR0000133308,12.9,96,12.905,40,12.9,700
28817338980,4#FR0000133308,12.9,700,12.905,40,12.89,300
28817365172,4#FR0000133308,12.9,440,12.9,1552,12.865,300
28817365248,4#FR0000133308,12.9,232,12.9,1320,12.88,1445
28826395474,4#FR0000133308,12.915,500,12.915,500,12.89,1747
28826395507,4#FR0000133308,12.915,463,12.915,37,12.89,1747
28830164116,4#FR0000133308,12.89,250,12.92,40098,12.89,1505
28835596483,4#FR0000133308,12.895,358,12.895,500,12.89,1505
28835653789,4#FR0000133308,12.895,334,12.895,166,12.89,8
28835808364,4#FR0000133308,12.895,166,12.915,300,12.895,76
28838241505,4#FR0000133308,12.9,250,12.915,800,12.895,76
28838256011,4#FR0000133308,12.9,1,12.915,300,12.895,76
28839277545,4#FR0000133308,12.895,76,12.915,300,12.865,759
28839277579,4#FR0000133308,12.895,15,12.915,300,12.865,759
28839277644,4#FR0000133308,12.865,41,12.915,300,12.865,759
28839420025,4#FR0000133308,12.89,1,12.915,300,12.865,759
28873091637,4#FR0000133308,12.9,351,12.905,329,12.895,3
28873221989,4#FR0000133308,12.9,1,12.9,72,12.865,769
28875746710,4#FR0000133308,12.87,300,12.9,682,12.87,821
28875746743,4#FR0000133308,12.87,22,12.9,682,12.87,621
28875746768,4#FR0000133308,12.87,178,12.9,982,12.87,121
28884848194,4#FR0000133308,12.9,109,12.9,682,12.89,500
28884848221,4#FR0000133308,12.9,573,12.9,682,12.89,500
28884848247,4#FR0000133308,12.9,68,12.9,682,12.89,500
28895116935,4#FR0000133308,12.89,500,12.9,138,12.89,1192
28895116977,4#FR0000133308,12.89,712,12.9,138,12.89,480
28895117009,4#FR0000133308,12.89,469,12.9,138,12.89,11
28895117043,4#FR0000133308,12.89,11,12.9,138,12.885,7595
28895117104,4#FR0000133308,12.89,500,12.89,3279,12.885,7595
28895117243,4#FR0000133308,12.89,3279,12.9,638,12.89,1697
28896473141,4#FR0000133308,12.89,2,12.89,498,12.885,7595
28896581975,4#FR0000133308,12.89,498,12.895,4694,12.87,121
28896582010,4#FR0000133308,12.89,300,12.9,138,12.87,121
28896582027,4#FR0000133308,12.895,4694,12.9,138,12.87,121
28896601348,4#FR0000133308,12.895,6521,12.9,138,12.895,6521
28896601398,4#FR0000133308,12.9,109,12.9,109,12.875,250
28896601424,4#FR0000133308,12.9,29,12.9,109,12.875,1695
28896601441,4#FR0000133308,12.9,362,12.9,109,12.875,1695
28910794804,4#FR0000133308,12.9,210,12.9,720,12.875,351
28910794830,4#FR0000133308,12.9,290,12.9,720,12.875,351
28921526528,4#FR0000133308,12.875,351,12.9,1727,12.87,823
28921526545,4#FR0000133308,12.875,14,12.9,1727,12.87,823
28921526563,4#FR0000133308,12.87,285,12.9,1727,12.87,823
28921530027,4#FR0000133308,12.87,523,12.895,300,12.87,808
28921530045,4#FR0000133308,12.87,300,12.895,300,12.87,808
28926982940,4#FR0000133308,12.875,439,12.9,1227,12.87,1611
28928119467,4#FR0000133308,12.87,110,12.9,1546,12.87,701
28930366044,4#FR0000133308,12.87,200,12.9,2482,12.87,501
28937015631,4#FR0000133308,12.87,446,12.9,7482,12.87,55
28940830973,4#FR0000133308,12.87,52,12.895,1035,12.87,52
28940830991,4#FR0000133308,12.87,3,12.895,1035,12.87,52
28940831017,4#FR0000133308,12.87,1,12.895,1035,12.865,957
28940831062,4#FR0000133308,12.865,657,12.895,1035,12.865,300
28940831097,4#FR0000133308,12.865,300,12.895,1035,12.86,969
28940831181,4#FR0000133308,12.86,469,12.895,1035,12.86,969
28940843714,4#FR0000133308,12.86,500,12.895,1035,12.86,500
28940843844,4#FR0000133308,12.86,18,12.89,300,12.865,720
28940850004,4#FR0000133308,12.855,249,12.89,800,12.85,562
28947430190,4#FR0000133308,12.885,404,12.885,1242,12.86,351
28947430253,4#FR0000133308,12.885,500,12.885,742,12.86,351
28947430334,4#FR0000133308,12.885,96,12.885,646,12.86,351
28965147321,4#FR0000133308,12.86,351,12.88,3229,12.86,72
28965147352,4#FR0000133308,12.86,18,12.88,3229,12.86,54
28965147383,4#FR0000133308,12.86,54,12.88,3229,12.85,2050
28965147423,4#FR0000133308,12.85,562,12.88,3229,12.85,1488
28965147454,4#FR0000133308,12.85,988,12.88,3229,12.85,500
28965147487,4#FR0000133308,12.85,500,12.88,3229,12.845,3740
28965151647,4#FR0000133308,12.85,251,12.85,12276,12.845,4240
28965151691,4#FR0000133308,12.85,384,12.85,11892,12.845,3740
28965151738,4#FR0000133308,12.85,486,12.85,11406,12.845,3740
28965151850,4#FR0000133308,12.85,11406,12.86,800,12.855,948
28965151905,4#FR0000133308,12.855,500,12.86,300,12.855,448
28965229554,4#FR0000133308,12.855,70,12.875,600,12.855,756
28965780178,4#FR0000133308,12.855,10,12.86,1000,12.85,1121
28967854609,4#FR0000133308,12.85,479,12.855,605,12.83,1299
28968534422,4#FR0000133308,12.85,1000,12.855,1105,12.835,1479
28968579309,4#FR0000133308,12.85,320,12.855,305,12.84,1035
28968636993,4#FR0000133308,12.85,1000,12.855,305,12.84,1035
28968854601,4#FR0000133308,12.85,1000,12.855,805,12.85,100
28968855014,4#FR0000133308,12.855,305,12.855,142,12.85,1100
28968862335,4#FR0000133308,12.855,305,12.855,142,12.85,1100
28968862373,4#FR0000133308,12.855,163,12.855,142,12.85,1100
28968862419,4#FR0000133308,12.855,142,12.855,305,12.85,1100
28968862444,4#FR0000133308,12.855,163,12.855,305,12.85,1100
28968868491,4#FR0000133308,12.855,305,12.855,85,12.85,1100
28968868516,4#FR0000133308,12.855,220,12.855,85,12.85,1100
28969082276,4#FR0000133308,12.855,85,12.855,305,12.85,1100
28969082386,4#FR0000133308,12.855,45,12.855,305,12.85,1100
28969324235,4#FR0000133308,12.855,305,12.855,305,12.85,1100
28969324264,4#FR0000133308,12.855,1000,12.855,305,12.85,1100
28970141090,4#FR0000133308,12.85,1000,12.85,500,12.84,656
28970141135,4#FR0000133308,12.85,500,12.855,1225,12.84,656
28971823805,4#FR0000133308,12.85,45,12.855,1450,12.84,1156
28971831494,4#FR0000133308,12.855,305,12.855,305,12.84,1156
28971831534,4#FR0000133308,12.855,920,12.855,305,12.84,1156
28971831563,4#FR0000133308,12.855,370,12.855,303,12.84,1156
28971846478,4#FR0000133308,12.855,303,12.86,833,12.855,922
28971864084,4#FR0000133308,12.86,833,12.87,300,12.855,922
28972214340,4#FR0000133308,12.855,922,12.86,1000,12.84,500
28980769945,4#FR0000133308,12.845,477,12.86,1300,12.84,883
28980929643,4#FR0000133308,12.84,533,12.845,1000,12.83,546
28980929668,4#FR0000133308,12.84,350,12.845,1000,12.83,546
28982995191,4#FR0000133308,12.845,1000,12.86,300,12.84,205
28985198225,4#FR0000133308,12.84,61,12.855,1502,12.84,501
28985198251,4#FR0000133308,12.84,474,12.855,1502,12.84,27
28987742913,4#FR0000133308,12.855,873,12.855,229,12.835,1918
28987872232,4#FR0000133308,12.85,53,12.85,119,12.835,1418
28987881033,4#FR0000133308,12.85,119,12.855,102,12.835,1418
28987881409,4#FR0000133308,12.855,102,12.855,102,12.845,1607
28987887579,4#FR0000133308,12.855,102,12.855,102,12.845,1607
28987887657,4#FR0000133308,12.855,102,12.855,102,12.845,1607
28987887708,4#FR0000133308,12.855,13,12.855,89,12.845,1607
28987887739,4#FR0000133308,12.855,89,12.855,102,12.845,1607
28987887759,4#FR0000133308,12.855,13,12.855,102,12.845,1607
28987899753,4#FR0000133308,12.855,38,12.855,64,12.845,1607
28987899811,4#FR0000133308,12.855,64,12.855,26,12.845,1899
28987899836,4#FR0000133308,12.855,38,12.855,26,12.845,1899
28987899879,4#FR0000133308,12.855,26,12.87,900,12.845,1899
28989457786,4#FR0000133308,12.855,833,12.87,1400,12.85,453
29006856888,4#FR0000133308,12.85,597,12.87,1000,12.85,2145
29006857348,4#FR0000133308,12.85,1403,12.87,1000,12.85,742
29010612952,4#FR0000133308,12.855,661,12.87,2219,12.85,742
29010613052,4#FR0000133308,12.85,97,12.87,2219,12.85,645
29010613078,4#FR0000133308,12.85,24,12.87,2219,12.85,621
29010613105,4#FR0000133308,12.85,621,12.87,2219,12.845,1000
29010613127,4#FR0000133308,12.845,100,12.87,2219,12.845,1000
29010613212,4#FR0000133308,12.845,400,12.87,2219,12.845,500
29010613237,4#FR0000133308,12.845,110,12.87,2219,12.845,390
29017534028,4#FR0000133308,12.86,1000,12.86,1283,12.855,851
29017534124,4#FR0000133308,12.855,351,12.86,1283,12.855,500
29017534280,4#FR0000133308,12.855,500,12.86,1283,12.85,2605
29018360529,4#FR0000133308,12.85,2100,12.86,2893,12.85,5
29018360588,4#FR0000133308,12.85,5,12.86,2893,12.845,500
29018398523,4#FR0000133308,12.85,723,12.86,3393,12.84,15452
29028391248,4#FR0000133308,12.845,5,12.855,3288,12.845,4048
29028391280,4#FR0000133308,12.845,500,12.855,3288,12.845,3039
29028391297,4#FR0000133308,12.845,509,12.855,3288,12.845,3039
29028391322,4#FR0000133308,12.845,3039,12.855,3288,12.84,15500
29028461100,4#FR0000133308,12.845,154,12.845,639,12.84,15000
29028461125,4#FR0000133308,12.845,639,12.85,500,12.84,15000
29028692664,4#FR0000133308,12.84,6488,12.85,2258,12.84,8519
29028692750,4#FR0000133308,12.84,3631,12.85,1900,12.84,4888
29028692812,4#FR0000133308,12.84,1678,12.85,1900,12.84,3210
29028692838,4#FR0000133308,12.84,3203,12.85,1900,12.84,7
